Date,Dernier Prix,,,,
28/6/2020,65.36894,,,,
5/7/2020,73.62415,,,,
12/7/2020,94.21668,,,,
19/7/2020,100.818,,,,
26/7/2020,103.11678,,,,
2/8/2020,99.11268,,,,
9/8/2020,98.65744,,,,
16/8/2020,101.5924,,,,
23/8/2020,128.70758,,,,
30/8/2020,141.9048,,,,
6/9/2020,149.73734,,,,
13/9/2020,120.045825,,,,
20/9/2020,145.11464,,,,
27/9/2020,136.60734,,,,
4/10/2020,142.16866,,,,
11/10/2020,141.65866,,,,
18/10/2020,149.25334,,,,
25/10/2020,141.45534,,,,
1/11/2020,136.65666,,,,
8/11/2020,140.89534,,,,
15/11/2020,137.934,,,,
22/11/2020,155.01464,,,,
29/11/2020,186.415825,,,,
6/12/2020,194.24,,,,
13/12/2020,208.87866,,,,
20/12/2020,216.45,,,,
27/12/2020,216.49585,,,,
3/1/2021,227.510825,,,,
10/1/2021,261.128,,,,
17/1/2021,279.08002,,,,
24/1/2021,282.21915,,,,
31/1/2021,283.80066,,,,
7/2/2021,284.63402,,,,
14/2/2021,276.36532,,,,
21/2/2021,263.5875,,,,
28/2/2021,234.20536,,,,
7/3/2021,218.49734,,,,
14/3/2021,219.86468,,,,
21/3/2021,226.31068,,,,
28/3/2021,214.76866,,,,
4/4/2021,214.7158,,,,
11/4/2021,227.63066,,,,
18/4/2021,245.01066,,,,
25/4/2021,241.78866,,,,
2/5/2021,234.91868,,,,
9/5/2021,224.35666,,,,
16/5/2021,199.83732,,,,
23/5/2021,192.388,,,,
30/5/2021,205.75534,,,,
6/6/2021,200.07585,,,,
13/6/2021,201.834,,,,
20/6/2021,204.122,,,,
27/6/2021,216.85334,,,,
4/7/2021,227.06666,,,,
11/7/2021,217.832475,,,,
18/7/2021,220.16268,,,,
25/7/2021,216.97668,,,,
1/8/2021,220.92868,,,,
8/8/2021,236.27066,,,,
15/8/2021,238.066,,,,
22/8/2021,226.30664,,,,
29/8/2021,235.938,,,,
5/9/2021,244.44534,,,,
12/9/2021,249.82665,,,,
19/9/2021,250.65332,,,,
26/9/2021,249.968,,,,
3/10/2021,260.06202,,,,
10/10/2021,261.59802,,,,
17/10/2021,271.33932,,,,
24/10/2021,293.59068,,,,
31/10/2021,351.47932,,,,
7/11/2021,403.09666,,,,
14/11/2021,356.75466,,,,
21/11/2021,359.37134,,,,
28/11/2021,371.985,,,,
5/12/2021,365.088,,,,
12/12/2021,343.37,,,,
19/12/2021,317.36,,,,
26/12/2021,326.195,,,,
2/1/2022,359.71466,,,,
9/1/2022,368.61002,,,,
16/1/2022,353.994,,,,
23/1/2022,330.527475,,,,
30/1/2022,297.41734,,,,
6/2/2022,305.87268,,,,
13/2/2022,301.72602,,,,
20/2/2022,296.99402,,,,
27/2/2022,266.350825,,,,
6/3/2022,286.15132,,,,
13/3/2022,274.77332,,,,
20/3/2022,279.03202,,,,
27/3/2022,329.254,,,,
3/4/2022,363.17266,,,,
10/4/2022,357.68134,,,,
17/4/2022,330.85415,,,,
24/4/2022,334.898,,,,
1/5/2022,300.28132,,,,
8/5/2022,300.24932,,,,
15/5/2022,254.58268,,,,
22/5/2022,237.94066,,,,
29/5/2022,228.61468,,,,
5/6/2022,248.098325,,,,
12/6/2022,238.19402,,,,
19/6/2022,219.89734,,,,
26/6/2022,238.475025,,,,
3/7/2022,231.56198,,,,
10/7/2022,240.02665,,,,
17/7/2022,236.56666,,,,
24/7/2022,255.50534,,,,
31/7/2022,276.03266,,,,
7/8/2022,300.41268,,,,
14/8/2022,290.95466,,,,
21/8/2022,303.88334,,,,
28/8/2022,293.52466,,,,
4/9/2022,277.1,,,,
11/9/2022,286.765,,,,
18/9/2022,301.252,,,,
25/9/2022,296.504,,,,
2/10/2022,276.044,,,,
9/10/2022,238.77,,,,
16/10/2022,216.682,,,,
23/10/2022,216.66,,,,
30/10/2022,222.383,,,,
6/11/2022,218.624,,,,
13/11/2022,190.532,,,,
20/11/2022,187.13,,,,
27/11/2022,175.96,,,,
4/12/2022,189.602,,,,
11/12/2022,177.76,,,,
18/12/2022,158.694,,,,
25/12/2022,134.748,,,,
1/1/2023,116.7025,,,,
8/1/2023,111.285,,,,
15/1/2023,121.56,,,,
22/1/2023,130.215,,,,
29/1/2023,154.048,,,,
5/2/2023,179.908,,,,
12/2/2023,199.414,,,,
19/2/2023,205.696,,,,
26/2/2023,199.295,,,,
5/3/2023,200.96,,,,
12/3/2023,181.976,,,,
19/3/2023,180.49,,,,
26/3/2023,190.922,,,,
2/4/2023,195.524,,,,
9/4/2023,189.4825,,,,
16/4/2023,184.548,,,,
23/4/2023,176.002,,,,
30/4/2023,160.294,,,,
7/5/2023,162.802,,,,
14/5/2023,169.908,,,,
21/5/2023,172.752,,,,
28/5/2023,187.036,,,,
4/6/2023,206.645,,,,
11/6/2023,228.55,,,,
18/6/2023,256.354,,,,
25/6/2023,263.78,,,,
2/7/2023,253.354,,,,
9/7/2023,278.3175,,,,
16/7/2023,274.134,,,,
23/7/2023,279.58,,,,
30/7/2023,264.168,,,,
6/8/2023,259.158,,,,
13/8/2023,246.266,,,,
20/8/2023,226.606,,,,
27/8/2023,233.992,,,,
3/9/2023,251.198,,,,
10/9/2023,252.1,,,,
17/9/2023,272.558,,,,
24/9/2023,258.99,,,,
1/10/2023,245.642,,,,
8/10/2023,255.974,,,,
15/10/2023,259.254,,,,
22/10/2023,236.71,,,,
29/10/2023,210.816,,,,
5/11/2023,208.466,,,,
12/11/2023,217.638,,,,
19/11/2023,234.37,,,,
26/11/2023,236.615,,,,
3/12/2023,241.17,,,,
10/12/2023,239.0775,,,,
